model_name,url,url.1,model_description,params,model_size,updated_url
huggingface-FacebookAI-xlm-roberta-large-finetuned-conll03-english,https://huggingface.co/FacebookAI/xlm-roberta-large-finetuned-conll03-english,https://huggingface.co/FacebookAI/xlm-roberta-large-finetuned-conll03-english,token-classification,,,https://huggingface.co/FacebookAI/xlm-roberta-large-finetuned-conll03-english
huggingface-facebook-m2m100_418M,,,,,,
huggingface-facebook-mbart-large-50,,,,,,
huggingface-facebook-wav2vec2-large-960h-lv60-self,https://huggingface.co/facebook/wav2vec2-large-960h-lv60-self,https://huggingface.co/facebook/wav2vec2-large-960h-lv60-self,automatic-speech-recognition,,,https://huggingface.co/facebook/wav2vec2-large-960h-lv60-self
huggingface-falcon-40b-instruct,,,,,,
huggingface-falcon-7b-instruct,,,,,,
huggingface-FinBERT,,,,,,
huggingface-FinGPT-fingpt-mt_llama2-7b_lora,https://huggingface.co/FinGPT/fingpt-mt_llama2-7b_lora,https://huggingface.co/FinGPT/fingpt-mt_llama2-7b_lora,,,,https://huggingface.co/FinGPT/fingpt-mt_llama2-7b_lora
huggingface-flan-t5-small,,,,,,
huggingface-geotrend-bert-base-10lang-cased,https://huggingface.co/geotrend/bert-base-10lang-cased,https://huggingface.co/geotrend/bert-base-10lang-cased,fill-mask,,,https://huggingface.co/geotrend/bert-base-10lang-cased
huggingface-geotrend-bert-base-15lang-cased,https://huggingface.co/geotrend/bert-base-15lang-cased,https://huggingface.co/geotrend/bert-base-15lang-cased,fill-mask,,,https://huggingface.co/geotrend/bert-base-15lang-cased
huggingface-geotrend-bert-base-25lang-cased,https://huggingface.co/geotrend/bert-base-25lang-cased,https://huggingface.co/geotrend/bert-base-25lang-cased,fill-mask,,,https://huggingface.co/geotrend/bert-base-25lang-cased
huggingface-google-bert_uncased_L-12_h-768_A-12,https://huggingface.co/google/bert_uncased_L-12_H-768_A-12,https://huggingface.co/google/bert_uncased_L-12_H-768_A-12,,,,https://huggingface.co/google/bert_uncased_L-12_H-768_A-12
huggingface-google-bert-bert-base-uncased,https://huggingface.co/google-bert/bert-base-uncased,https://huggingface.co/google-bert/bert-base-uncased,fill-mask,,,https://huggingface.co/google-bert/bert-base-uncased
huggingface-google-flan-t5-base,,,,,,
huggingface-google-flan-t5-large,,,,,,
huggingface-google-flan-t5-xl,,,,,,
huggingface-google-flan-t5-xxl,,,,,,
huggingface-google-gemma-2-27B-it,https://huggingface.co/google/gemma-2-27b-it,https://huggingface.co/google/gemma-2-27b-it,text-generation,,,https://huggingface.co/google/gemma-2-27b-it
huggingface-google-gemma-2-9B-it,https://huggingface.co/google/gemma-2-9b-it,https://huggingface.co/google/gemma-2-9b-it,text-generation,,,https://huggingface.co/google/gemma-2-9b-it
huggingface-google-gemma-2b,,,,,,
huggingface-google-gemma-2b-it,,,,,,
huggingface-google-gemma-3-12b-it,https://huggingface.co/google/gemma-3-12b-it,https://huggingface.co/google/gemma-3-12b-it,,,,https://huggingface.co/google/gemma-3-12b-it
huggingface-google-gemma-3-27b-it,https://huggingface.co/google/gemma-3-27b-it,https://huggingface.co/google/gemma-3-27b-it,,,,https://huggingface.co/google/gemma-3-27b-it
huggingface-google-gemma-3-4b-it,https://huggingface.co/google/gemma-3-4b-it,https://huggingface.co/google/gemma-3-4b-it,,,,https://huggingface.co/google/gemma-3-4b-it
huggingface-google-gemma-7b,,,,,,
huggingface-google-gemma-7b-it,,,,,,
huggingface-google-long-t5-local-base,https://huggingface.co/google/long-t5-local-base,https://huggingface.co/google/long-t5-local-base,,,,https://huggingface.co/google/long-t5-local-base
huggingface-google-long-t5-local-large,https://huggingface.co/google/long-t5-local-large,https://huggingface.co/google/long-t5-local-large,,,,https://huggingface.co/google/long-t5-local-large
huggingface-google-long-t5-local-large uknown,,,,,,
huggingface-google-long-t5-tglobal-base,https://huggingface.co/google/long-t5-tglobal-base,https://huggingface.co/google/long-t5-tglobal-base,,,,https://huggingface.co/google/long-t5-tglobal-base
huggingface-google-long-t5-tglobal-large,https://huggingface.co/google/long-t5-tglobal-large,https://huggingface.co/google/long-t5-tglobal-large,,,,https://huggingface.co/google/long-t5-tglobal-large
huggingface-gpt2tokenizer,,,,,,
huggingface-gritlm-gritlm-7b,https://huggingface.co/GritLM/GritLM-7B,https://huggingface.co/GritLM/GritLM-7B,text-generation,,,https://huggingface.co/GritLM/GritLM-7B
huggingface-Helsinki-NLP-opus-mt-en-es,,,,,,
huggingface-hkunlp-instructor-base,https://huggingface.co/hkunlp/instructor-base,https://huggingface.co/hkunlp/instructor-base,sentence-similarity,,,https://huggingface.co/hkunlp/instructor-base
huggingface-hkunlp-instructor-large,https://huggingface.co/hkunlp/instructor-large,https://huggingface.co/hkunlp/instructor-large,sentence-similarity,,,https://huggingface.co/hkunlp/instructor-large
huggingface-hkunlp-instructor-xl,https://huggingface.co/hkunlp/instructor-xl,https://huggingface.co/hkunlp/instructor-xl,sentence-similarity,,,https://huggingface.co/hkunlp/instructor-xl
huggingface-Hum-Works-lodestone-base-4096-v1,https://huggingface.co/Hum-Works/lodestone-base-4096-v1,https://huggingface.co/Hum-Works/lodestone-base-4096-v1,sentence-similarity,,,https://huggingface.co/Hum-Works/lodestone-base-4096-v1
huggingface-infgrad-stella-base-en-v2,https://huggingface.co/infgrad/stella-base-en-v2,https://huggingface.co/infgrad/stella-base-en-v2,feature-extraction,,,https://huggingface.co/infgrad/stella-base-en-v2
huggingface-intfloat-e5-base,https://huggingface.co/intfloat/e5-base,https://huggingface.co/intfloat/e5-base,sentence-similarity,,,https://huggingface.co/intfloat/e5-base
huggingface-intfloat-e5-base-v2,https://huggingface.co/intfloat/e5-base-v2,https://huggingface.co/intfloat/e5-base-v2,sentence-similarity,,,https://huggingface.co/intfloat/e5-base-v2
huggingface-intfloat-e5-large,https://huggingface.co/intfloat/e5-large,https://huggingface.co/intfloat/e5-large,sentence-similarity,,,https://huggingface.co/intfloat/e5-large
huggingface-intfloat-e5-large-v2,https://huggingface.co/intfloat/e5-large-v2,https://huggingface.co/intfloat/e5-large-v2,sentence-similarity,,,https://huggingface.co/intfloat/e5-large-v2
huggingface-intfloat-e5-mistral-7b-instruct,https://huggingface.co/intfloat/e5-mistral-7b-instruct,https://huggingface.co/intfloat/e5-mistral-7b-instruct,feature-extraction,,,https://huggingface.co/intfloat/e5-mistral-7b-instruct
huggingface-intfloat-e5-small,https://huggingface.co/intfloat/e5-small,https://huggingface.co/intfloat/e5-small,sentence-similarity,,,https://huggingface.co/intfloat/e5-small
huggingface-intfloat-e5-small-v2,https://huggingface.co/intfloat/e5-small-v2,https://huggingface.co/intfloat/e5-small-v2,sentence-similarity,,,https://huggingface.co/intfloat/e5-small-v2
huggingface-intfloat-multilingual-e5-base,https://huggingface.co/intfloat/multilingual-e5-base,https://huggingface.co/intfloat/multilingual-e5-base,sentence-similarity,,,https://huggingface.co/intfloat/multilingual-e5-base
huggingface-intfloat-multilingual-e5-large,https://huggingface.co/intfloat/multilingual-e5-large,https://huggingface.co/intfloat/multilingual-e5-large,feature-extraction,,,https://huggingface.co/intfloat/multilingual-e5-large
huggingface-intfloat-multilingual-e5-large-instruct,https://huggingface.co/intfloat/multilingual-e5-large-instruct,https://huggingface.co/intfloat/multilingual-e5-large-instruct,feature-extraction,,,https://huggingface.co/intfloat/multilingual-e5-large-instruct
huggingface-intfloat-multilingual-e5-small,https://huggingface.co/intfloat/multilingual-e5-small,https://huggingface.co/intfloat/multilingual-e5-small,sentence-similarity,,,https://huggingface.co/intfloat/multilingual-e5-small
huggingface-jamesgpt1-sf_model_e5,https://huggingface.co/jamesgpt1/sf_model_e5,https://huggingface.co/jamesgpt1/sf_model_e5,feature-extraction,,,https://huggingface.co/jamesgpt1/sf_model_e5
huggingface-jinaai-jina-embedding-b-en-v1,https://huggingface.co/jinaai/jina-embedding-b-en-v1,https://huggingface.co/jinaai/jina-embedding-b-en-v1,sentence-similarity,,,https://huggingface.co/jinaai/jina-embedding-b-en-v1
huggingface-jinaai-jina-embedding-l-en-v1,https://huggingface.co/jinaai/jina-embedding-l-en-v1,https://huggingface.co/jinaai/jina-embedding-l-en-v1,sentence-similarity,,,https://huggingface.co/jinaai/jina-embedding-l-en-v1
huggingface-jinaai-jina-embedding-s-en-v1,https://huggingface.co/jinaai/jina-embedding-s-en-v1,https://huggingface.co/jinaai/jina-embedding-s-en-v1,sentence-similarity,,,https://huggingface.co/jinaai/jina-embedding-s-en-v1
huggingface-jinaai-jina-embeddings-v2-base-en,https://huggingface.co/jinaai/jina-embeddings-v2-base-en,https://huggingface.co/jinaai/jina-embeddings-v2-base-en,feature-extraction,,,https://huggingface.co/jinaai/jina-embeddings-v2-base-en
huggingface-jinaai-jina-embeddings-v2-small-en,https://huggingface.co/jinaai/jina-embeddings-v2-small-en,https://huggingface.co/jinaai/jina-embeddings-v2-small-en,feature-extraction,,,https://huggingface.co/jinaai/jina-embeddings-v2-small-en
huggingface-keremberke-yolov8m-table-extraction,https://huggingface.co/keremberke/yolov8m-table-extraction,https://huggingface.co/keremberke/yolov8m-table-extraction,object-detection,,,https://huggingface.co/keremberke/yolov8m-table-extraction
huggingface-knowledgator-gliner-multitask-v1.0,https://huggingface.co/knowledgator/gliner-multitask-v1.0,https://huggingface.co/knowledgator/gliner-multitask-v1.0,token-classification,,,https://huggingface.co/knowledgator/gliner-multitask-v1.0
huggingface-Labib11-MUG-B-1.6,https://huggingface.co/labib11/MUG-B-1.6,https://huggingface.co/labib11/MUG-B-1.6,sentence-similarity,,,https://huggingface.co/labib11/MUG-B-1.6
huggingface-LargeWorldModel-LWM-Text-Chat-1M,,,,,,
huggingface-llamaindex-vdr-2b-multi-v1,https://huggingface.co/llamaindex/vdr-2b-multi-v1,https://huggingface.co/llamaindex/vdr-2b-multi-v1,image-to-text,,,https://huggingface.co/llamaindex/vdr-2b-multi-v1
huggingface-llmrails-ember-v1,,,,,,
huggingface-LoneStriker-Mistral-7B-Instruct-v0.2-6.0bpw-h6-exl2-2,,,,,,
huggingface-mcgill-nlp-llm2vec-meta-llama-3-8b-instruct-mntp-supervised,https://huggingface.co/McGill-NLP/LLM2Vec-Meta-Llama-3-8B-Instruct-mntp-supervised,https://huggingface.co/McGill-NLP/LLM2Vec-Meta-Llama-3-8B-Instruct-mntp-supervised,sentence-similarity,,,https://huggingface.co/McGill-NLP/LLM2Vec-Meta-Llama-3-8B-Instruct-mntp-supervised
huggingface-meta-llama-codellama-13b-Instruct-hf,https://huggingface.co/meta-llama/CodeLlama-13b-Instruct-hf,https://huggingface.co/meta-llama/CodeLlama-13b-Instruct-hf,text-generation,,,https://huggingface.co/meta-llama/CodeLlama-13b-Instruct-hf
huggingface-meta-llama-codellama-13b-Python-hf,https://huggingface.co/meta-llama/CodeLlama-13b-Python-hf,https://huggingface.co/meta-llama/CodeLlama-13b-Python-hf,text-generation,,,https://huggingface.co/meta-llama/CodeLlama-13b-Python-hf
huggingface-meta-llama-codellama-34b-Instruct-hf,https://huggingface.co/meta-llama/CodeLlama-34b-Instruct-hf,https://huggingface.co/meta-llama/CodeLlama-34b-Instruct-hf,text-generation,,,https://huggingface.co/meta-llama/CodeLlama-34b-Instruct-hf
huggingface-meta-llama-codellama-34b-Python-hf,https://huggingface.co/meta-llama/CodeLlama-34b-Python-hf,https://huggingface.co/meta-llama/CodeLlama-34b-Python-hf,text-generation,,,https://huggingface.co/meta-llama/CodeLlama-34b-Python-hf
huggingface-meta-llama-codellama-70b-Instruct-hf,https://huggingface.co/meta-llama/CodeLlama-70b-Instruct-hf,https://huggingface.co/meta-llama/CodeLlama-70b-Instruct-hf,text-generation,,,https://huggingface.co/meta-llama/CodeLlama-70b-Instruct-hf
huggingface-meta-llama-codellama-70b-Python-hf,https://huggingface.co/meta-llama/CodeLlama-70b-Python-hf,https://huggingface.co/meta-llama/CodeLlama-70b-Python-hf,text-generation,,,https://huggingface.co/meta-llama/CodeLlama-70b-Python-hf
huggingface-meta-llama-codellama-7b-Python-hf,https://huggingface.co/meta-llama/CodeLlama-7b-Python-hf,https://huggingface.co/meta-llama/CodeLlama-7b-Python-hf,text-generation,,,https://huggingface.co/meta-llama/CodeLlama-7b-Python-hf
huggingface-meta-llama-llama-2-13b,,,,,,
huggingface-meta-llama-llama-2-13b-chat-hf,,,,,,
huggingface-meta-llama-llama-2-13b-hf,,,,,,
huggingface-meta-llama-Llama-2-70b,,,,,,
huggingface-meta-llama-llama-2-70b-chat-hf,,,,,,
huggingface-meta-llama-llama-2-7b,,,,,,
huggingface-meta-llama-llama-2-7b-chat-hf,,,,,,
huggingface-meta-llama-llama-2-7b-hf,https://huggingface.co/meta-llama/Llama-2-70b-hf,https://huggingface.co/meta-llama/Llama-2-70b-hf,text-generation,,,https://huggingface.co/meta-llama/Llama-2-70b-hf
huggingface-meta-llama-llama-3.1-8B,https://huggingface.co/meta-llama/llama-3.1-8B,https://huggingface.co/meta-llama/llama-3.1-8B,text-generation,,,https://huggingface.co/meta-llama/llama-3.1-8B
huggingface-meta-llama-llama-3.2-11B-Vision,https://huggingface.co/meta-llama/Llama-3.2-11B-Vision,https://huggingface.co/meta-llama/Llama-3.2-11B-Vision,image-text-to-text,,,https://huggingface.co/meta-llama/Llama-3.2-11B-Vision
huggingface-meta-llama-llama-3.2-11B-Vision-Instruct,https://huggingface.co/meta-llama/Llama-3.2-11B-Vision-Instruct,https://huggingface.co/meta-llama/Llama-3.2-11B-Vision-Instruct,image-text-to-text,,,https://huggingface.co/meta-llama/Llama-3.2-11B-Vision-Instruct
huggingface-meta-llama-llama-3.2-1B-Instruct,https://huggingface.co/meta-llama/Llama-3.2-1B-Instruct,https://huggingface.co/meta-llama/Llama-3.2-1B-Instruct,text-generation,,,https://huggingface.co/meta-llama/Llama-3.2-1B-Instruct
huggingface-meta-llama-llama-3.2-3B-Instruct,https://huggingface.co/meta-llama/Llama-3.2-3B-Instruct,https://huggingface.co/meta-llama/Llama-3.2-3B-Instruct,text-generation,,,https://huggingface.co/meta-llama/Llama-3.2-3B-Instruct
huggingface-meta-llama-llama-3.2-90B-Vision-Instruct,,,,,,
huggingface-meta-llama-Llama-3.3-70B-Instruct,https://huggingface.co/meta-llama/Llama-3.3-70B-Instruct,https://huggingface.co/meta-llama/Llama-3.3-70B-Instruct,text-generation,,,https://huggingface.co/meta-llama/Llama-3.3-70B-Instruct
huggingface-meta-llama-meta-llama-3.1-405B-Instruct,https://huggingface.co/meta-llama/Meta-Llama-3.1-405B-Instruct,https://huggingface.co/meta-llama/Meta-Llama-3.1-405B-Instruct,text-generation,,,https://huggingface.co/meta-llama/Meta-Llama-3.1-405B-Instruct
huggingface-meta-llama-meta-llama-3.1-70B-Instruct,https://huggingface.co/meta-llama/Meta-Llama-3.1-70B-Instruct,https://huggingface.co/meta-llama/Meta-Llama-3.1-70B-Instruct,text-generation,,,https://huggingface.co/meta-llama/Meta-Llama-3.1-70B-Instruct
huggingface-meta-llama-meta-llama-3.1-8B-Instruct,https://huggingface.co/meta-llama/Meta-Llama-3.1-8B-Instruct,https://huggingface.co/meta-llama/Meta-Llama-3.1-8B-Instruct,text-generation,,,https://huggingface.co/meta-llama/Meta-Llama-3.1-8B-Instruct
huggingface-meta-llama-Meta-Llama-3-70B,https://huggingface.co/meta-llama/Meta-Llama-3-70B,https://huggingface.co/meta-llama/Meta-Llama-3-70B,text-generation,,,https://huggingface.co/meta-llama/Meta-Llama-3-70B
huggingface-meta-llama-Meta-Llama-3-70B-Instruct,https://huggingface.co/meta-llama/Meta-Llama-3-70B-Instruct,https://huggingface.co/meta-llama/Meta-Llama-3-70B-Instruct,text-generation,,,https://huggingface.co/meta-llama/Meta-Llama-3-70B-Instruct
huggingface-meta-llama-Meta-Llama-3-8B,https://huggingface.co/meta-llama/Meta-Llama-3-8B,https://huggingface.co/meta-llama/Meta-Llama-3-8B,text-generation,,,https://huggingface.co/meta-llama/Meta-Llama-3-8B
huggingface-meta-llama-Meta-Llama-3-8B-Instruct,https://huggingface.co/meta-llama/Meta-Llama-3-8B-Instruct,https://huggingface.co/meta-llama/Meta-Llama-3-8B-Instruct,text-generation,,,https://huggingface.co/meta-llama/Meta-Llama-3-8B-Instruct
huggingface-meta-llama-Meta-Llama-Guard-2-8B,https://huggingface.co/meta-llama/Meta-Llama-Guard-2-8B,https://huggingface.co/meta-llama/Meta-Llama-Guard-2-8B,text-generation,,,https://huggingface.co/meta-llama/Meta-Llama-Guard-2-8B
huggingface-microsoft-mdeberta-v3-base,https://huggingface.co/microsoft/mdeberta-v3-base,https://huggingface.co/microsoft/mdeberta-v3-base,fill-mask,,,https://huggingface.co/microsoft/mdeberta-v3-base
huggingface-microsoft-phi-3.5-MoE-Instruct,https://huggingface.co/microsoft/Phi-3.5-MoE-instruct,https://huggingface.co/microsoft/Phi-3.5-MoE-instruct,,,,https://huggingface.co/microsoft/Phi-3.5-MoE-instruct
huggingface-microsoft-Phi-3.5-vision-instruct,https://huggingface.co/microsoft/Phi-3.5-vision-instruct,https://huggingface.co/microsoft/Phi-3.5-vision-instruct,,,,https://huggingface.co/microsoft/Phi-3.5-vision-instruct
huggingface-microsoft-Phi-3-mini-128k-instruct,,,,,,
huggingface-microsoft-Phi-3-vision-128k-instruct,https://huggingface.co/microsoft/Phi-3-vision-128k-instruct,https://huggingface.co/microsoft/Phi-3-vision-128k-instruct,,,,https://huggingface.co/microsoft/Phi-3-vision-128k-instruct
huggingface-microsoft-Phi-3-vision-128k-instruct-onnx-cpu,https://huggingface.co/microsoft/Phi-3-vision-128k-instruct-onnx-cpu,https://huggingface.co/microsoft/Phi-3-vision-128k-instruct-onnx-cpu,text-generation,,,https://huggingface.co/microsoft/Phi-3-vision-128k-instruct-onnx-cpu
huggingface-microsoft-table-transformer-detection,https://huggingface.co/microsoft/table-transformer-detection,https://huggingface.co/microsoft/table-transformer-detection,object-detection,,,https://huggingface.co/microsoft/table-transformer-detection
huggingface-microsoft-trocr-base-handwritten,,,,,,
huggingface-microsoft-trocr-base-printed,,,,,,
huggingface-microsoft-trocr-large-handwritten,,,,,,
huggingface-microsoft-trocr-large-printed,,,,,,
huggingface-microsoft-trocr-small-handwritten,,,,,,
huggingface-microsoft-trocr-small-printed,,,,,,
huggingface-mihaiii-Bulbasaur,https://huggingface.co/mihaiii/Bulbasaur,https://huggingface.co/mihaiii/Bulbasaur,sentence-similarity,,,https://huggingface.co/mihaiii/Bulbasaur
huggingface-mihaiii-Ivysaur,https://huggingface.co/mihaiii/Ivysaur,https://huggingface.co/mihaiii/Ivysaur,sentence-similarity,,,https://huggingface.co/mihaiii/Ivysaur
huggingface-mihaiii-Squirtle,https://huggingface.co/mihaiii/Squirtle,https://huggingface.co/mihaiii/Squirtle,sentence-similarity,,,https://huggingface.co/mihaiii/Squirtle
huggingface-mihaiii-Venusaur,https://huggingface.co/mihaiii/Venusaur,https://huggingface.co/mihaiii/Venusaur,sentence-similarity,,,https://huggingface.co/mihaiii/Venusaur
huggingface-mihaii-Ivysaur,,,,,,
huggingface-mihaiii-Wartortle,https://huggingface.co/mihaiii/Wartortle,https://huggingface.co/mihaiii/Wartortle,sentence-similarity,,,https://huggingface.co/mihaiii/Wartortle
huggingface-mihaii-Squirtle,,,,,,
huggingface-mihaii-Venusaur,,,,,,
huggingface-mihaii-Wartortle,,,,,,
huggingface-mistralai-Codestral-22B-v0.1,https://huggingface.co/mistralai/Codestral-22B-v0.1,https://huggingface.co/mistralai/Codestral-22B-v0.1,,,,https://huggingface.co/mistralai/Codestral-22B-v0.1
huggingface-mistralai-Mistral-7B-Instruct-v0.2 apache-2,,,,,,
huggingface-mistralai-Mistral-7B-Instruct-v0.3,https://huggingface.co/mistralai/Mistral-7B-Instruct-v0.3,https://huggingface.co/mistralai/Mistral-7B-Instruct-v0.3,,,,https://huggingface.co/mistralai/Mistral-7B-Instruct-v0.3
huggingface-mistralai-Mistral-7B-v0.1,,,,,,
huggingface-mistralai-Mistral-7B-v0.3,https://huggingface.co/mistralai/Mistral-7B-v0.3,https://huggingface.co/mistralai/Mistral-7B-v0.3,,,,https://huggingface.co/mistralai/Mistral-7B-v0.3
huggingface-mistralai-mistral-large-instruct-2411,https://huggingface.co/mistralai/Mistral-Large-Instruct-2411,https://huggingface.co/mistralai/Mistral-Large-Instruct-2411,,,,https://huggingface.co/mistralai/Mistral-Large-Instruct-2411
huggingface-mistralai-mistral-small-24B-instruct-2501,https://huggingface.co/mistralai/Mistral-Small-24B-Instruct-2501,https://huggingface.co/mistralai/Mistral-Small-24B-Instruct-2501,,,,https://huggingface.co/mistralai/Mistral-Small-24B-Instruct-2501
huggingface-mistralai-Mixtral-8x22B-Instruct-v0.1,https://huggingface.co/mistralai/Mixtral-8x22B-Instruct-v0.1,https://huggingface.co/mistralai/Mixtral-8x22B-Instruct-v0.1,,,,https://huggingface.co/mistralai/Mixtral-8x22B-Instruct-v0.1
huggingface-mistralai-Mixtral-8x22B-v0.1,https://huggingface.co/mistralai/Mixtral-8x22B-v0.1,https://huggingface.co/mistralai/Mixtral-8x22B-v0.1,,,,https://huggingface.co/mistralai/Mixtral-8x22B-v0.1
huggingface-mistralai-mixtral-8x7B-V0.1,,,,,,
huggingface-mistralai-mixtral-Instruct-v0.1,,,,,,
huggingface-mistralai-Pixtral-12B-2409,https://huggingface.co/mistralai/Pixtral-12B-2409,https://huggingface.co/mistralai/Pixtral-12B-2409,,,,https://huggingface.co/mistralai/Pixtral-12B-2409
huggingface-mixedbread-ai-mxbai-embed-2d-large-v1,https://huggingface.co/mixedbread-ai/mxbai-embed-2d-large-v1,https://huggingface.co/mixedbread-ai/mxbai-embed-2d-large-v1,feature-extraction,,,https://huggingface.co/mixedbread-ai/mxbai-embed-2d-large-v1
huggingface-mixedbread-ai-mxbai-embed-large-v1,https://huggingface.co/mixedbread-ai/mxbai-embed-large-v1,https://huggingface.co/mixedbread-ai/mxbai-embed-large-v1,feature-extraction,,,https://huggingface.co/mixedbread-ai/mxbai-embed-large-v1
huggingface-mosaicml-mpt-7b,https://huggingface.co/mosaicml/mpt-7b,https://huggingface.co/mosaicml/mpt-7b,text-generation,,,https://huggingface.co/mosaicml/mpt-7b
huggingface-Muennighoff-SGPT-1.3B-weightedmean-msmarco-specb-bitfit,https://huggingface.co/Muennighoff/SGPT-1.3B-weightedmean-msmarco-specb-bitfit,https://huggingface.co/Muennighoff/SGPT-1.3B-weightedmean-msmarco-specb-bitfit,feature-extraction,,,https://huggingface.co/Muennighoff/SGPT-1.3B-weightedmean-msmarco-specb-bitfit
huggingface-Muennighoff-SGPT-125M-weightedmean-msmarco-specb-bitfit,https://huggingface.co/Muennighoff/SGPT-125M-weightedmean-msmarco-specb-bitfit,https://huggingface.co/Muennighoff/SGPT-125M-weightedmean-msmarco-specb-bitfit,sentence-similarity,,,https://huggingface.co/Muennighoff/SGPT-125M-weightedmean-msmarco-specb-bitfit
huggingface-Muennighoff-SGPT-125M-weightedmean-nli-bitfit,https://huggingface.co/Muennighoff/SGPT-125M-weightedmean-nli-bitfit,https://huggingface.co/Muennighoff/SGPT-125M-weightedmean-nli-bitfit,sentence-similarity,,,https://huggingface.co/Muennighoff/SGPT-125M-weightedmean-nli-bitfit
huggingface-Muennighoff-SGPT-2.7B-weightedmean-msmarco-specb-bitfit,https://huggingface.co/Muennighoff/SGPT-2.7B-weightedmean-msmarco-specb-bitfit,https://huggingface.co/Muennighoff/SGPT-2.7B-weightedmean-msmarco-specb-bitfit,sentence-similarity,,,https://huggingface.co/Muennighoff/SGPT-2.7B-weightedmean-msmarco-specb-bitfit
huggingface-Muennighoff-SGPT-5.8B-weightedmean-msmarco-specb-bitfit,https://huggingface.co/Muennighoff/SGPT-5.8B-weightedmean-msmarco-specb-bitfit,https://huggingface.co/Muennighoff/SGPT-5.8B-weightedmean-msmarco-specb-bitfit,sentence-similarity,,,https://huggingface.co/Muennighoff/SGPT-5.8B-weightedmean-msmarco-specb-bitfit
huggingface-Muennighoff-SGPT-5.8B-weightedmean-nli-bitfit,https://huggingface.co/Muennighoff/SGPT-5.8B-weightedmean-nli-bitfit,https://huggingface.co/Muennighoff/SGPT-5.8B-weightedmean-nli-bitfit,sentence-similarity,,,https://huggingface.co/Muennighoff/SGPT-5.8B-weightedmean-nli-bitfit
huggingface-naver-clova-ix-donut-base,https://huggingface.co/naver-clova-ix/donut-base,https://huggingface.co/naver-clova-ix/donut-base,image-to-text,,,https://huggingface.co/naver-clova-ix/donut-base
huggingface-nltk_data,,,,,,
huggingface-nomic-ai-nomic-bert-2048,https://huggingface.co/nomic-ai/nomic-bert-2048,https://huggingface.co/nomic-ai/nomic-bert-2048,,,,https://huggingface.co/nomic-ai/nomic-bert-2048
huggingface-nomic-ai-nomic-embed-text-v1,https://huggingface.co/nomic-ai/nomic-embed-text-v1,https://huggingface.co/nomic-ai/nomic-embed-text-v1,,,,https://huggingface.co/nomic-ai/nomic-embed-text-v1
huggingface-nomic-ai-nomic-embed-text-v1.5,https://huggingface.co/nomic-embed-text-v1.5,https://huggingface.co/nomic-embed-text-v1.5,,,,https://huggingface.co/nomic-embed-text-v1.5
huggingface-nomic-ai-nomic-embed-text-v1-ablated,https://huggingface.co/nomic-ai/nomic-embed-text-v1-ablated,https://huggingface.co/nomic-ai/nomic-embed-text-v1-ablated,,,,https://huggingface.co/nomic-ai/nomic-embed-text-v1-ablated
huggingface-nomic-ai-nomic-embed-text-v1-unsupervised,https://huggingface.co/nomic-ai/nomic-embed-text-v1-unsupervised,https://huggingface.co/nomic-ai/nomic-embed-text-v1-unsupervised,,,,https://huggingface.co/nomic-ai/nomic-embed-text-v1-unsupervised
huggingface-nthakur-contriever-base-msmarco,https://huggingface.co/contriever-base-msmarco,https://huggingface.co/contriever-base-msmarco,,,,https://huggingface.co/contriever-base-msmarco
huggingface-nvidia-canary-1b-flash,https://huggingface.co/nvidia/canary-1b-flash,https://huggingface.co/nvidia/canary-1b-flash,automatic-speech-recognition,,,https://huggingface.co/nvidia/canary-1b-flash
huggingface-nvidia-mistral-nemo-12B-instruct,https://huggingface.co/nvidia/Mistral-NeMo-12B-Instruct,https://huggingface.co/nvidia/Mistral-NeMo-12B-Instruct,,,,https://huggingface.co/nvidia/Mistral-NeMo-12B-Instruct
huggingface-openai-whisper-large-v2,https://huggingface.co/openai/whisper-large-v2,https://huggingface.co/openai/whisper-large-v2,automatic-speech-recognition,,,https://huggingface.co/openai/whisper-large-v2
huggingface-opus-mt-mul-en,,,,,,
huggingface-paraphrase-distilroberta-base-v1,,,,,,
huggingface-pegasus-large,,,,,,
huggingface-pegasustokenizer,,,,,,
huggingface-pegasus-xsum,,,,,,
huggingface-prometheus-eval-prometheus-13b-v1.0,https://huggingface.co/prometheus-eval/prometheus-13b-v1.0,https://huggingface.co/prometheus-eval/prometheus-13b-v1.0,text-generation,,,https://huggingface.co/prometheus-eval/prometheus-13b-v1.0
huggingface-prometheus-eval-prometheus-eval-prometheus-7b-v1.0,https://huggingface.co/prometheus-eval/prometheus-7b-v1.0,https://huggingface.co/prometheus-eval/prometheus-7b-v1.0,text-generation,,,https://huggingface.co/prometheus-eval/prometheus-7b-v1.0
huggingface-prometheus-eval-prometheus-eval-prometheus-7b-v2.0,https://huggingface.co/prometheus-eval/prometheus-7b-v2.0,https://huggingface.co/prometheus-eval/prometheus-7b-v2.0,text-generation,,,https://huggingface.co/prometheus-eval/prometheus-7b-v2.0
huggingface-prometheus-eval-prometheus-eval-prometheus-8x7b-v2.0,https://huggingface.co/prometheus-eval/prometheus-8x7b-v2.0,https://huggingface.co/prometheus-eval/prometheus-8x7b-v2.0,text-generation,,,https://huggingface.co/prometheus-eval/prometheus-8x7b-v2.0
